Age,Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Department_Research & Development,Department_Sales,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MonthlyIncome_log
45,No,Travel_Rarely,192,10,2,Life Sciences,1,544,1,1,69,3,1,4,Married,2654.0,9655,3,Y,0,21,4,4,80,2,8,3,2,2,2,0,2,True,False,False,False,False,False,False,True,False,False,7.884199933676039
52,No,Travel_Rarely,1490,4,2,Life Sciences,1,546,4,0,30,3,4,4,Married,16555.0,10310,2,Y,0,13,3,4,80,0,31,2,1,5,2,1,4,True,False,False,False,True,False,False,False,False,False,9.714503852868623
42,No,Travel_Frequently,532,29,2,Life Sciences,1,547,1,0,92,3,2,3,Divorced,4556.0,12932,2,Y,0,11,3,2,80,1,19,3,3,5,4,0,2,True,False,False,False,False,False,False,True,False,False,8.424419791263883
30,No,Travel_Rarely,317,2,3,Life Sciences,1,548,3,0,43,1,2,4,Single,6091.0,24793,2,Y,0,20,4,3,80,0,11,2,3,5,4,0,2,True,False,False,False,False,True,False,False,False,False,8.714731714015052
60,No,Travel_Rarely,422,7,3,Life Sciences,1,549,1,0,41,3,5,1,Married,19566.0,3854,5,Y,0,11,3,4,80,0,33,5,1,29,8,11,10,True,False,False,False,True,False,False,False,False,False,9.881599752778099
46,No,Travel_Rarely,1485,18,3,Medical,1,550,3,0,87,3,2,3,Divorced,4810.0,26314,2,Y,0,14,3,3,80,1,19,5,2,10,7,0,8,True,False,False,False,False,True,False,False,False,False,8.478660241699453
42,No,Travel_Frequently,1368,28,4,Technical Degree,1,551,4,0,88,2,2,4,Married,4523.0,4386,0,Y,0,11,3,4,80,3,7,4,4,6,5,0,4,True,False,False,False,False,False,False,False,False,False,8.41715183723601
24,Yes,Travel_Rarely,1448,1,1,Technical Degree,1,554,1,0,62,3,1,2,Single,3202.0,21972,1,Y,1,16,3,2,80,0,6,4,3,5,3,1,4,False,True,False,False,False,False,False,False,False,True,8.071843149609158
34,Yes,Travel_Frequently,296,6,2,Marketing,1,555,4,0,33,1,1,3,Divorced,2351.0,12253,0,Y,0,16,3,4,80,1,3,3,2,2,2,1,0,False,True,False,False,False,False,False,False,False,True,7.763021309018518
38,No,Travel_Frequently,1490,2,2,Life Sciences,1,556,4,1,42,3,1,4,Married,1702.0,12106,1,Y,1,23,4,3,80,1,1,3,3,1,0,0,0,True,False,False,True,False,False,False,False,False,False,7.440146680662688
40,No,Travel_Rarely,1398,2,4,Life Sciences,1,558,3,0,79,3,5,3,Married,18041.0,13022,0,Y,0,14,3,4,80,0,21,2,3,20,15,1,12,False,True,False,False,True,False,False,False,False,False,9.800457652216584
26,No,Travel_Rarely,1349,23,3,Life Sciences,1,560,1,0,90,3,1,4,Divorced,2886.0,3032,1,Y,0,22,4,2,80,2,3,3,1,3,2,0,2,True,False,False,False,False,False,False,True,False,False,7.967973179662935
30,No,Non-Travel,1400,3,3,Life Sciences,1,562,3,1,53,3,1,4,Married,2097.0,16734,4,Y,0,15,3,3,80,1,9,3,1,5,3,1,4,True,False,False,True,False,False,False,False,False,False,7.6487397889562425
29,No,Travel_Rarely,986,3,4,Medical,1,564,2,1,93,2,3,3,Married,11935.0,21526,1,Y,0,18,3,3,80,0,10,2,3,10,2,0,7,True,False,False,False,False,False,True,False,False,False,9.387314322443542
29,Yes,Travel_Rarely,408,25,5,Technical Degree,1,565,3,0,71,2,1,2,Married,2546.0,18300,5,Y,0,16,3,2,80,0,6,2,4,2,2,1,1,True,False,False,False,False,False,False,True,False,False,7.842671474979457
19,Yes,Travel_Rarely,489,2,2,Technical Degree,1,566,1,1,52,2,1,4,Single,2564.0,18437,1,Y,0,12,3,3,80,0,1,3,4,1,0,0,0,False,False,True,False,False,False,False,False,False,False,7.84971375760487
30,No,Non-Travel,1398,22,4,Other,1,567,3,0,69,3,3,1,Married,8412.0,2890,0,Y,0,11,3,3,80,0,10,3,3,9,8,7,8,False,True,False,False,False,False,False,False,True,False,9.037533407550814
57,No,Travel_Rarely,210,29,3,Marketing,1,568,1,1,56,2,4,4,Divorced,14118.0,22102,3,Y,0,12,3,3,80,1,32,3,2,1,0,0,0,False,True,False,False,True,False,False,False,False,False,9.555276687009526
50,No,Travel_Rarely,1099,29,4,Life Sciences,1,569,2,1,88,2,4,3,Married,17046.0,9314,0,Y,0,15,3,2,80,1,28,2,3,27,10,15,7,True,False,False,False,True,False,False,False,False,False,9.743729514150925
30,No,Non-Travel,1116,2,3,Medical,1,571,3,0,49,3,1,4,Single,2564.0,7181,0,Y,0,14,3,3,80,0,12,2,2,11,7,6,7,True,False,False,True,False,False,False,False,False,False,7.84971375760487
60,No,Travel_Frequently,1499,28,3,Marketing,1,573,3,0,80,2,3,1,Married,10266.0,2845,4,Y,0,19,3,4,80,0,22,5,4,18,13,13,11,False,True,False,False,False,False,False,False,True,False,9.236690147298965
47,No,Travel_Rarely,983,2,2,Medical,1,574,1,0,65,3,2,4,Divorced,5070.0,7389,5,Y,0,13,3,3,80,3,20,2,3,5,0,0,4,True,False,False,False,False,True,False,False,False,False,8.531293315795018
46,No,Travel_Rarely,1009,2,3,Life Sciences,1,575,1,1,51,3,4,3,Married,17861.0,2288,6,Y,0,13,3,3,80,0,26,2,1,3,2,0,1,True,False,False,False,False,False,True,False,False,False,9.790430830243832
35,No,Travel_Rarely,144,22,3,Life Sciences,1,577,4,1,46,1,1,3,Single,4230.0,19225,0,Y,0,15,3,3,80,0,6,2,3,5,4,4,3,True,False,False,True,False,False,False,False,False,False,8.350193650720067
54,No,Travel_Rarely,548,8,4,Life Sciences,1,578,3,0,42,3,2,3,Single,3780.0,23428,7,Y,0,11,3,3,80,0,19,3,3,1,0,0,0,True,False,False,True,False,False,False,False,False,False,8.237743803890933
34,No,Travel_Rarely,1303,2,4,Life Sciences,1,579,4,1,62,2,1,3,Divorced,2768.0,8416,3,Y,0,12,3,3,80,1,14,3,3,7,3,5,7,True,False,False,False,False,False,False,True,False,False,7.926241523170962
46,No,Travel_Rarely,1125,10,3,Marketing,1,580,3,0,94,2,3,4,Married,9071.0,11563,2,Y,1,19,3,3,80,1,15,3,3,3,2,1,2,False,True,False,False,False,False,False,False,True,False,9.112948025967533
31,No,Travel_Rarely,1274,9,1,Life Sciences,1,581,3,1,33,3,3,2,Divorced,10648.0,14394,1,Y,0,25,4,4,80,1,13,6,4,13,8,0,8,True,False,False,False,False,True,False,False,False,False,9.273221270015384
33,Yes,Travel_Rarely,1277,15,1,Medical,1,582,2,1,56,3,3,3,Married,13610.0,24619,7,Y,1,12,3,4,80,0,15,2,4,7,6,7,7,True,False,False,False,True,False,False,False,False,False,9.518633568332074
33,Yes,Travel_Rarely,587,10,1,Medical,1,584,1,1,38,1,1,4,Divorced,3408.0,6705,7,Y,0,13,3,1,80,3,8,2,3,4,3,1,3,True,False,False,True,False,False,False,False,False,False,8.134174272137903
30,No,Travel_Rarely,413,7,1,Marketing,1,585,4,1,57,3,1,2,Single,2983.0,18398,0,Y,0,14,3,1,80,0,4,3,3,3,2,1,2,False,True,False,False,False,False,False,False,False,True,8.001019961323651
35,No,Travel_Rarely,1276,16,3,Life Sciences,1,586,4,1,72,3,3,3,Married,7632.0,14295,4,Y,1,12,3,3,80,0,10,2,3,8,7,0,0,True,False,False,False,False,False,False,False,False,False,8.94023623179847
31,Yes,Travel_Frequently,534,20,3,Life Sciences,1,587,1,1,66,3,3,3,Married,9824.0,22908,3,Y,0,12,3,1,80,0,12,2,3,1,0,0,0,True,False,False,False,False,False,False,False,False,False,9.192685436737461
34,Yes,Travel_Frequently,988,23,3,Human Resources,1,590,2,0,43,3,3,1,Divorced,9950.0,11533,9,Y,1,15,3,3,80,3,11,2,3,3,2,0,2,False,False,True,False,False,False,False,False,False,False,9.205428327615163
42,No,Travel_Frequently,1474,5,2,Other,1,591,2,1,97,3,1,3,Married,2093.0,9260,4,Y,0,17,3,4,80,1,8,4,3,2,2,2,0,True,False,False,True,False,False,False,False,False,False,7.646831391430482
36,No,Non-Travel,635,10,4,Medical,1,592,2,1,32,3,3,4,Single,9980.0,15318,1,Y,0,14,3,4,80,0,10,3,2,10,3,9,7,False,True,False,False,False,False,False,False,True,False,9.208438564686587
22,Yes,Travel_Frequently,1368,4,1,Technical Degree,1,593,3,1,99,2,1,3,Single,3894.0,9129,5,Y,0,16,3,3,80,0,4,3,3,2,2,1,2,True,False,False,True,False,False,False,False,False,False,8.267448958304849
48,No,Travel_Rarely,163,2,5,Marketing,1,595,2,0,37,3,2,4,Married,4051.0,19658,2,Y,0,14,3,1,80,1,14,2,3,9,7,6,7,False,True,False,False,False,False,False,False,True,False,8.306965865368573
55,No,Travel_Rarely,1117,18,5,Life Sciences,1,597,1,0,83,3,4,2,Single,16835.0,9873,3,Y,0,23,4,4,80,0,37,2,3,10,9,7,7,False,True,False,False,True,False,False,False,False,False,9.731274729890462
41,No,Non-Travel,267,10,2,Life Sciences,1,599,4,1,56,3,2,4,Single,6230.0,13430,7,Y,0,14,3,4,80,0,16,3,3,14,3,1,10,False,True,False,False,False,False,False,False,True,False,8.737292112544221
35,No,Travel_Rarely,619,1,3,Marketing,1,600,2,1,85,3,2,3,Married,4717.0,18659,9,Y,0,11,3,3,80,0,15,2,3,11,9,6,9,False,True,False,False,False,False,False,False,True,False,8.45914025996762
40,No,Travel_Rarely,302,6,3,Life Sciences,1,601,2,0,75,3,4,3,Single,13237.0,20364,7,Y,0,15,3,3,80,0,22,3,3,20,6,5,13,True,False,False,False,False,True,False,False,False,False,9.490846760678869
39,No,Travel_Frequently,443,8,1,Life Sciences,1,602,3,0,48,3,1,3,Married,3755.0,17872,1,Y,0,11,3,1,80,1,8,3,3,8,3,0,7,True,False,False,True,False,False,False,False,False,False,8.231109840328154
31,No,Travel_Rarely,828,2,1,Life Sciences,1,604,2,1,77,3,2,4,Single,6582.0,8346,4,Y,1,13,3,3,80,0,10,2,4,6,5,0,5,False,True,False,False,False,False,False,False,True,False,8.792245847467877
42,No,Travel_Rarely,319,24,3,Medical,1,605,4,1,56,3,3,1,Married,7406.0,6950,1,Y,1,21,4,4,80,1,10,5,2,10,9,5,8,True,False,False,False,False,True,False,False,False,False,8.91018077801329
45,No,Travel_Rarely,561,2,3,Other,1,606,4,1,61,3,2,2,Married,4805.0,16177,0,Y,0,19,3,2,80,1,9,3,4,8,7,3,7,False,True,False,False,False,False,False,False,True,False,8.477620416296414
26,Yes,Travel_Frequently,426,17,4,Life Sciences,1,608,2,0,58,3,1,3,Divorced,2741.0,22808,0,Y,1,11,3,2,80,1,8,2,2,7,7,1,0,False,False,True,False,False,False,False,False,False,False,7.91644286012226
29,No,Travel_Rarely,232,19,3,Technical Degree,1,611,4,1,34,3,2,4,Divorced,4262.0,22645,4,Y,0,12,3,2,80,2,8,2,4,3,2,1,2,True,False,False,False,False,True,False,False,False,False,8.35772841676521
33,No,Travel_Rarely,922,1,5,Medical,1,612,1,0,95,4,4,3,Divorced,16184.0,22578,4,Y,0,19,3,3,80,1,10,2,3,6,1,0,5,True,False,False,False,False,False,True,False,False,False,9.691840166360345
31,No,Travel_Rarely,688,7,3,Life Sciences,1,613,3,1,44,2,3,4,Divorced,11557.0,25291,9,Y,0,21,4,3,80,1,10,3,2,5,4,0,1,False,True,False,False,True,False,False,False,False,False,9.355133116877724
18,Yes,Travel_Frequently,1306,5,3,Marketing,1,614,2,1,69,3,1,2,Single,1878.0,8059,1,Y,1,14,3,4,80,0,0,3,3,0,0,0,0,False,True,False,False,False,False,False,False,False,True,7.538494999413465
40,No,Non-Travel,1094,28,3,Other,1,615,3,1,58,1,3,1,Divorced,10932.0,11373,3,Y,0,15,3,3,80,1,20,2,3,1,0,0,1,False,True,False,False,False,False,False,False,True,False,9.299541017434485
41,No,Non-Travel,509,2,4,Other,1,616,1,0,62,2,2,3,Single,6811.0,2112,2,Y,1,17,3,1,80,0,10,3,3,8,7,0,7,True,False,False,False,False,False,False,False,False,False,8.826441041782578
26,No,Travel_Rarely,775,29,2,Medical,1,618,1,1,45,3,2,3,Divorced,4306.0,4267,5,Y,0,12,3,1,80,2,8,5,3,0,0,0,0,False,True,False,False,False,False,False,False,True,False,8.36799688505411
35,No,Travel_Rarely,195,1,3,Medical,1,620,1,0,80,3,2,3,Single,4859.0,6698,1,Y,0,16,3,4,80,0,5,3,3,5,4,0,3,False,True,False,False,False,False,False,False,True,False,8.48879371689454
34,No,Travel_Rarely,258,21,4,Life Sciences,1,621,4,1,74,4,2,4,Single,5337.0,19921,1,Y,0,12,3,4,80,0,10,3,3,10,7,5,7,False,True,False,False,False,False,False,False,True,False,8.58260632996447
26,Yes,Travel_Rarely,471,24,3,Technical Degree,1,622,3,1,66,1,1,4,Single,2340.0,23213,1,Y,1,18,3,2,80,0,1,3,1,1,0,0,0,True,False,False,True,False,False,False,False,False,False,7.75833346749091
37,No,Travel_Rarely,799,1,3,Technical Degree,1,623,2,0,59,3,3,4,Single,7491.0,23848,4,Y,0,17,3,4,80,0,12,3,4,6,5,1,2,True,False,False,False,False,True,False,False,False,False,8.921591063563978
46,No,Travel_Frequently,1034,18,1,Medical,1,624,1,0,86,3,3,3,Married,10527.0,8984,5,Y,0,11,3,4,80,0,28,3,2,2,2,1,2,True,False,False,False,False,False,False,False,False,False,9.261793653565098
41,No,Travel_Rarely,1276,2,5,Life Sciences,1,625,2,0,91,3,4,1,Married,16595.0,5626,7,Y,0,16,3,2,80,1,22,2,3,18,16,11,8,False,True,False,False,True,False,False,False,False,False,9.716916981452759
37,No,Non-Travel,142,9,4,Medical,1,626,1,1,69,3,3,2,Divorced,8834.0,24666,1,Y,0,13,3,4,80,1,9,6,3,9,5,7,7,False,True,False,False,False,False,False,False,True,False,9.086476384753796
52,No,Travel_Rarely,956,6,2,Technical Degree,1,630,4,1,78,3,2,1,Divorced,5577.0,22087,3,Y,1,12,3,2,80,2,18,3,3,10,9,6,9,True,False,False,False,False,False,False,True,False,False,8.626585568187433
32,Yes,Non-Travel,1474,11,4,Other,1,631,4,1,60,4,2,3,Married,4707.0,23914,8,Y,0,12,3,4,80,0,6,2,3,4,2,1,2,False,True,False,False,False,False,False,False,True,False,8.457018468380168
24,No,Travel_Frequently,535,24,3,Medical,1,632,4,1,38,3,1,4,Married,2400.0,5530,0,Y,0,13,3,3,80,2,3,3,3,2,2,2,1,False,True,False,False,False,False,False,False,False,True,7.783640596221253
38,No,Travel_Rarely,1495,10,3,Medical,1,634,3,0,76,3,2,3,Married,9824.0,22174,3,Y,0,19,3,3,80,1,18,4,3,1,0,0,0,True,False,False,False,False,False,False,False,False,False,9.192685436737461
37,No,Travel_Rarely,446,1,4,Life Sciences,1,635,2,0,65,3,2,2,Married,6447.0,15701,6,Y,0,12,3,2,80,1,8,2,2,6,5,4,3,True,False,False,False,False,True,False,False,False,False,8.771525284186465
49,No,Travel_Rarely,1245,18,4,Life Sciences,1,638,4,1,58,2,5,3,Divorced,19502.0,2125,1,Y,1,17,3,3,80,1,31,5,3,31,9,0,9,True,False,False,False,False,False,True,False,False,False,9.878323578872578
24,No,Travel_Rarely,691,23,3,Medical,1,639,2,1,89,4,1,4,Married,2725.0,21630,1,Y,1,11,3,2,80,2,6,3,3,6,5,1,4,True,False,False,False,False,False,False,True,False,False,7.9105906122564775
26,No,Travel_Rarely,703,28,2,Marketing,1,641,1,1,66,3,2,2,Married,6272.0,7428,1,Y,0,20,4,4,80,2,6,5,4,5,3,1,4,False,True,False,False,False,False,False,False,True,False,8.744009988096744
24,No,Travel_Rarely,823,17,2,Other,1,643,4,1,94,2,1,2,Married,2127.0,9100,1,Y,0,21,4,4,80,1,1,2,3,1,0,0,0,True,False,False,True,False,False,False,False,False,False,7.662937850461535
50,No,Travel_Frequently,1246,3,3,Medical,1,644,1,1,99,3,5,2,Married,18200.0,7999,1,Y,0,11,3,3,80,1,32,2,3,31,5,10,7,False,False,False,False,True,False,False,False,False,False,9.809231816610408
25,No,Travel_Rarely,622,13,1,Medical,1,645,2,1,40,3,1,3,Married,2096.0,26376,1,Y,0,11,3,3,80,0,7,1,3,7,4,0,6,False,True,False,False,False,False,False,False,False,True,7.64826303090192
24,Yes,Travel_Frequently,1287,7,3,Life Sciences,1,647,1,0,55,3,1,3,Married,2886.0,14168,1,Y,1,16,3,4,80,1,6,4,3,6,3,1,2,True,False,False,True,False,False,False,False,False,False,7.967973179662935
30,Yes,Travel_Frequently,448,12,4,Life Sciences,1,648,2,1,74,2,1,1,Married,2033.0,14470,1,Y,0,18,3,3,80,1,1,2,4,1,0,0,0,False,True,False,False,False,False,False,False,False,True,7.617759576608505
34,No,Travel_Rarely,254,1,2,Life Sciences,1,649,2,1,83,2,1,4,Married,3622.0,22794,1,Y,1,13,3,4,80,1,6,3,3,6,5,1,3,True,False,False,False,False,False,False,True,False,False,8.195057690895077
31,Yes,Travel_Rarely,1365,13,4,Medical,1,650,2,1,46,3,2,1,Divorced,4233.0,11512,2,Y,0,17,3,3,80,0,9,2,1,3,1,1,2,False,True,False,False,False,False,False,False,True,False,8.350902451694811
35,No,Travel_Rarely,538,25,2,Other,1,652,1,1,54,2,2,4,Single,3681.0,14004,4,Y,0,14,3,4,80,0,9,3,3,3,2,0,2,True,False,False,True,False,False,False,False,False,False,8.211211361793023
31,No,Travel_Rarely,525,6,4,Medical,1,653,1,1,66,4,2,4,Divorced,5460.0,6219,4,Y,0,22,4,4,80,2,13,4,4,7,7,5,7,False,True,False,False,False,False,False,False,True,False,8.605387202152153
27,No,Travel_Rarely,798,6,4,Medical,1,655,1,0,66,2,1,3,Divorced,2187.0,5013,0,Y,0,12,3,3,80,2,6,5,2,5,3,0,3,True,False,False,False,False,False,False,True,False,False,7.690743163541872
37,No,Travel_Rarely,558,2,3,Marketing,1,656,4,1,75,3,2,3,Married,9602.0,3010,4,Y,1,11,3,3,80,1,17,3,2,3,0,1,0,False,True,False,False,False,False,False,False,True,False,9.169830828637973
20,No,Travel_Rarely,959,1,3,Life Sciences,1,657,4,0,83,2,1,2,Single,2836.0,11757,1,Y,0,13,3,4,80,0,1,0,4,1,0,0,0,True,False,False,False,False,False,False,True,False,False,7.950502434808851
42,No,Travel_Rarely,622,2,4,Life Sciences,1,659,3,0,81,3,2,4,Married,4089.0,5718,1,Y,0,13,3,2,80,2,10,4,3,10,2,2,2,True,False,False,False,False,False,False,False,False,False,8.316300249036848
43,No,Travel_Rarely,782,6,4,Other,1,661,2,1,50,2,4,4,Divorced,16627.0,2671,4,Y,1,14,3,3,80,1,21,3,2,1,0,0,0,True,False,False,False,False,False,True,False,False,False,9.718843300372528
38,No,Travel_Rarely,362,1,1,Life Sciences,1,662,3,0,43,3,1,1,Single,2619.0,14561,3,Y,0,17,3,4,80,0,8,3,2,0,0,0,0,True,False,False,False,False,False,False,True,False,False,7.8709295967551425
43,No,Travel_Frequently,1001,9,5,Medical,1,663,4,1,72,3,2,3,Divorced,5679.0,19627,3,Y,1,13,3,2,80,1,10,3,3,8,7,4,7,True,False,False,True,False,False,False,False,False,False,8.644706511715198
48,No,Travel_Rarely,1236,1,4,Life Sciences,1,664,4,0,40,2,4,1,Married,15402.0,17997,7,Y,0,11,3,1,80,1,21,3,1,3,2,0,2,True,False,False,False,True,False,False,False,False,False,9.642317574624458
44,No,Travel_Rarely,1112,1,4,Life Sciences,1,665,1,0,50,2,2,3,Single,5985.0,26894,4,Y,0,11,3,2,80,0,10,1,4,2,2,0,2,False,False,True,False,False,False,False,False,False,False,8.697178688412643
34,No,Travel_Rarely,204,14,3,Technical Degree,1,666,3,0,31,3,1,3,Divorced,2579.0,2912,1,Y,1,18,3,4,80,2,8,3,3,8,2,0,6,False,True,False,False,False,False,False,False,False,True,7.855544677915663
27,Yes,Travel_Rarely,1420,2,1,Marketing,1,667,3,1,85,3,1,1,Divorced,3041.0,16346,0,Y,0,11,3,2,80,1,5,3,3,4,3,0,2,False,True,False,False,False,False,False,False,False,True,8.020270472819238
21,No,Travel_Rarely,1343,22,1,Technical Degree,1,669,3,1,49,3,1,3,Single,3447.0,24444,1,Y,0,11,3,3,80,0,3,2,3,3,2,1,2,False,True,False,False,False,False,False,False,False,True,8.145549631783584
44,No,Travel_Rarely,1315,3,4,Other,1,671,4,1,35,3,5,4,Married,19513.0,9358,4,Y,1,12,3,1,80,1,26,2,4,2,2,0,1,True,False,False,False,True,False,False,False,False,False,9.878887435667895
22,No,Travel_Rarely,604,6,1,Medical,1,675,1,1,69,3,1,3,Married,2773.0,12145,0,Y,0,20,4,4,80,0,3,3,3,2,2,2,2,True,False,False,False,False,False,False,True,False,False,7.928045600874777
33,No,Travel_Rarely,1216,8,4,Marketing,1,677,3,1,39,3,2,3,Divorced,7104.0,20431,0,Y,0,12,3,4,80,0,6,3,3,5,0,1,2,False,True,False,False,False,False,False,False,True,False,8.868554040531201
32,No,Travel_Rarely,646,9,4,Life Sciences,1,679,1,0,92,3,2,4,Married,6322.0,18089,1,Y,1,12,3,4,80,1,6,2,2,6,4,0,5,True,False,False,False,False,False,False,True,False,False,8.751949058058614
30,No,Travel_Frequently,160,3,3,Medical,1,680,3,0,71,3,1,3,Divorced,2083.0,22653,1,Y,0,20,4,3,80,1,1,2,3,1,0,0,0,True,False,False,False,False,False,False,True,False,False,7.642044402873258
53,No,Travel_Rarely,238,1,1,Medical,1,682,4,0,34,3,2,1,Single,8381.0,7507,7,Y,0,20,4,4,80,0,18,2,4,14,7,8,10,False,True,False,False,False,False,False,False,True,False,9.033841828485016
34,No,Travel_Rarely,1397,1,5,Life Sciences,1,683,2,1,42,3,1,4,Married,2691.0,7660,1,Y,0,12,3,4,80,1,10,4,2,10,9,8,8,True,False,False,False,False,False,False,True,False,False,7.898039690764619
45,Yes,Travel_Frequently,306,26,4,Life Sciences,1,684,1,0,100,3,2,1,Married,4286.0,5630,2,Y,0,14,3,4,80,2,5,4,3,1,1,0,0,False,True,False,False,False,False,False,False,True,False,8.363342466597977
26,No,Travel_Rarely,991,6,3,Life Sciences,1,686,3,0,71,3,1,4,Married,2659.0,17759,1,Y,1,13,3,3,80,1,3,2,3,3,2,0,2,True,False,False,True,False,False,False,False,False,False,7.886081401775745
37,No,Travel_Rarely,482,3,3,Other,1,689,3,1,36,3,3,3,Married,9434.0,9606,1,Y,0,15,3,3,80,1,10,2,3,10,7,7,8,True,False,False,False,False,True,False,False,False,False,9.152181457802651
29,No,Travel_Rarely,1176,3,2,Medical,1,690,2,0,62,3,2,3,Married,5561.0,3487,1,Y,0,14,3,1,80,1,6,5,2,6,0,1,2,False,True,False,False,False,False,False,False,True,False,8.62371303479391
35,No,Travel_Rarely,1017,6,4,Life Sciences,1,691,2,1,82,1,2,4,Single,6646.0,19368,1,Y,0,13,3,2,80,0,17,3,3,17,11,11,8,True,False,False,False,False,False,False,True,False,False,8.801920904041582
33,No,Travel_Frequently,1296,6,3,Life Sciences,1,692,3,1,30,3,2,4,Divorced,7725.0,5335,3,Y,0,23,4,3,80,1,15,2,1,13,11,4,7,True,False,False,False,False,False,False,False,False,False,8.952346543226227
54,No,Travel_Rarely,397,19,4,Medical,1,698,3,1,88,3,3,2,Married,10725.0,6729,2,Y,0,15,3,3,80,1,16,1,4,9,7,7,1,False,False,True,False,False,False,False,False,False,False,9.280425979542871
36,No,Travel_Rarely,913,9,2,Medical,1,699,2,1,48,2,2,2,Divorced,8847.0,13934,2,Y,1,11,3,3,80,1,13,2,3,3,2,0,2,True,False,False,False,False,True,False,False,False,False,9.087946723762116
27,No,Travel_Rarely,1115,3,4,Medical,1,700,1,1,54,2,1,4,Single,2045.0,15174,0,Y,0,13,3,4,80,0,5,0,3,4,2,1,1,True,False,False,False,False,False,False,True,False,False,7.6236419465115715
20,Yes,Travel_Rarely,1362,10,1,Medical,1,701,4,1,32,3,1,3,Single,1382.46,26999,1,Y,1,11,3,4,80,0,1,5,3,1,0,1,1,True,False,False,False,False,False,False,True,False,False,7.23234288662976
33,Yes,Travel_Frequently,1076,3,3,Life Sciences,1,702,1,1,70,3,1,1,Single,3348.0,3164,1,Y,1,11,3,1,80,0,10,3,3,10,8,9,7,True,False,False,False,False,False,False,True,False,False,8.116417072794205
35,No,Non-Travel,727,3,3,Life Sciences,1,704,3,1,41,2,1,3,Married,1382.46,16900,1,Y,0,18,3,3,80,2,1,3,3,1,0,0,0,True,False,False,True,False,False,False,False,False,False,7.23234288662976
23,No,Travel_Rarely,885,4,3,Medical,1,705,1,1,58,4,1,1,Married,2819.0,8544,2,Y,0,16,3,1,80,1,5,3,4,3,2,0,2,True,False,False,False,False,False,False,True,False,False,7.944492163932159
25,No,Travel_Rarely,810,8,3,Life Sciences,1,707,4,1,57,4,2,2,Married,4851.0,15678,0,Y,0,22,4,3,80,1,4,4,3,3,2,1,2,False,True,False,False,False,False,False,False,True,False,8.48714627006394
38,No,Travel_Rarely,243,7,4,Marketing,1,709,4,0,46,2,2,4,Single,4028.0,7791,0,Y,0,20,4,1,80,0,8,2,3,7,7,0,5,False,True,False,False,False,False,False,False,True,False,8.301273485191347
29,No,Travel_Frequently,806,1,4,Life Sciences,1,710,2,1,76,1,1,4,Divorced,2720.0,18959,1,Y,0,18,3,4,80,1,10,5,3,10,7,2,8,True,False,False,False,False,False,False,True,False,False,7.908754738783246
48,No,Travel_Rarely,817,2,1,Marketing,1,712,2,1,56,4,2,2,Married,8120.0,18597,3,Y,0,12,3,4,80,0,12,3,3,2,2,2,2,False,True,False,False,False,False,False,False,True,False,9.002208578282412
27,No,Travel_Frequently,1410,3,1,Medical,1,714,4,0,71,4,2,4,Divorced,4647.0,16673,1,Y,1,20,4,2,80,2,6,3,3,6,5,0,4,False,True,False,False,False,False,False,False,True,False,8.444192298531748
37,No,Travel_Rarely,1225,10,2,Life Sciences,1,715,4,1,80,4,1,4,Single,4680.0,15232,3,Y,0,17,3,1,80,0,4,2,3,1,0,0,0,True,False,False,False,False,False,False,True,False,False,8.45126704130007
50,No,Travel_Rarely,1207,28,1,Medical,1,716,4,1,74,4,1,3,Married,3221.0,3297,1,Y,1,11,3,3,80,3,20,3,3,20,8,3,8,True,False,False,True,False,False,False,False,False,False,8.07775756373692
34,No,Travel_Rarely,1442,9,3,Medical,1,717,4,0,46,2,3,2,Single,8621.0,17654,1,Y,0,14,3,2,80,0,9,3,4,8,7,7,7,True,False,False,False,False,False,False,False,False,False,9.06207235530708
24,Yes,Travel_Rarely,693,3,2,Life Sciences,1,720,1,0,65,3,2,3,Single,4577.0,24785,9,Y,0,14,3,1,80,0,4,3,3,2,2,2,0,False,True,False,False,False,False,False,False,True,False,8.429017500512511
39,No,Travel_Rarely,408,2,4,Technical Degree,1,721,4,0,80,2,2,3,Single,4553.0,20978,1,Y,0,11,3,1,80,0,20,4,3,20,7,11,10,True,False,False,False,False,False,False,False,False,False,8.423761246623686
32,No,Travel_Rarely,929,10,3,Marketing,1,722,4,1,55,3,2,4,Single,5396.0,21703,1,Y,0,12,3,4,80,0,10,2,2,10,7,0,8,False,True,False,False,False,False,False,False,True,False,8.593598522618644
